Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
".",2.3236014587767893e-8,2.3216475913730294e-8,2.331291807122293e-8,1.744634337303184e-10,3.4958475081825546e-11,4.0653877636755175e-10
